ItemNum,Condition,Subject,RT,Assoc,Plaus,Accuracy
28,script-related,11,647,6.3,3.454545455,0
28,script-related,26,493,6.3,3.454545455,1
28,script-related,14,885,6.3,3.454545455,1
28,script-related,29,462,6.3,3.454545455,1
28,script-related,5,1958,6.3,3.454545455,1
28,script-related,2,1358,6.3,3.454545455,1
28,script-related,17,1453,6.3,3.454545455,1
28,script-related,23,696,6.3,3.454545455,1
28,script-unrelated,21,873,1.2,5,1
28,script-unrelated,30,1073,1.2,5,1
28,script-unrelated,15,869,1.2,5,1
28,script-unrelated,12,1499,1.2,5,1
28,script-unrelated,18,979,1.2,5,1
28,script-unrelated,27,678,1.2,5,1
28,script-unrelated,9,318,1.2,5,0
28,script-unrelated,3,483,1.2,5,1
28,script-unrelated,6,341,1.2,5,1
28,script-unrelated,24,614,1.2,5,1
29,control,5,792,6.9,6.857142857,1
29,control,11,395,6.9,6.857142857,1
29,control,14,1671,6.9,6.857142857,1
29,control,20,701,6.9,6.857142857,1
29,control,2,1280,6.9,6.857142857,1
29,control,29,483,6.9,6.857142857,1
29,control,17,1393,6.9,6.857142857,1
29,control,23,493,6.9,6.857142857,1
29,control,8,723,6.9,6.857142857,1
29,control,26,527,6.9,6.857142857,1
29,script-related,24,453,6.9,1.916666667,1
29,script-related,6,346,6.9,1.916666667,1
29,script-related,27,512,6.9,1.916666667,1
29,script-related,18,682,6.9,1.916666667,1
29,script-related,3,521,6.9,1.916666667,1
29,script-related,12,703,6.9,1.916666667,1
29,script-related,30,834,6.9,1.916666667,1
29,script-related,15,807,6.9,1.916666667,1
29,script-related,9,267,6.9,1.916666667,1
29,script-related,21,672,6.9,1.916666667,1
29,script-unrelated,22,525,2.25,2.545454545,1
29,script-unrelated,25,961,2.25,2.545454545,1
29,script-unrelated,31,544,2.25,2.545454545,1
29,script-unrelated,16,438,2.25,2.545454545,1
29,script-unrelated,10,703,2.25,2.545454545,1
29,script-unrelated,28,454,2.25,2.545454545,1
29,script-unrelated,7,1208,2.25,2.545454545,1
29,script-unrelated,19,975,2.25,2.545454545,1
29,script-unrelated,1,707,2.25,2.545454545,1
29,script-unrelated,4,673,2.25,2.545454545,1
29,script-unrelated,13,1306,2.25,2.545454545,1
3,control,6,865,6.8,6.181818182,1
3,control,9,320,6.8,6.181818182,1
3,control,27,804,6.8,6.181818182,1
3,control,21,783,6.8,6.181818182,1
3,control,30,1045,6.8,6.181818182,1
3,control,12,1059,6.8,6.181818182,1
3,control,24,876,6.8,6.181818182,1
3,control,18,1032,6.8,6.181818182,0
3,control,3,461,6.8,6.181818182,0
3,control,15,726,6.8,6.181818182,1
3,script-related,4,1059,6.8,2.857142857,1
3,script-related,31,371,6.8,2.857142857,0
3,script-related,10,1455,6.8,2.857142857,0
3,script-related,13,1552,6.8,2.857142857,1
3,script-related,7,1051,6.8,2.857142857,1
3,script-related,25,732,6.8,2.857142857,1
3,script-related,16,803,6.8,2.857142857,0
3,script-related,1,1277,6.8,2.857142857,0
3,script-related,22,1395,6.8,2.857142857,1
3,script-related,19,636,6.8,2.857142857,1
3,script-related,28,738,6.8,2.857142857,1
3,script-unrelated,17,1592,1.65,1.166666667,1
3,script-unrelated,23,900,1.65,1.166666667,1
3,script-unrelated,11,1678,1.65,1.166666667,1
3,script-unrelated,8,513,1.65,1.166666667,1
3,script-unrelated,20,926,1.65,1.166666667,1
3,script-unrelated,14,576,1.65,1.166666667,1
3,script-unrelated,2,1346,1.65,1.166666667,1
3,script-unrelated,5,1311,1.65,1.166666667,1
3,script-unrelated,29,599,1.65,1.166666667,1
3,script-unrelated,26,745,1.65,1.166666667,1
30,control,6,383,6.55,6.454545455,1
30,control,18,452,6.55,6.454545455,1
30,control,3,562,6.55,6.454545455,1
30,control,30,755,6.55,6.454545455,1
30,control,21,809,6.55,6.454545455,1
30,control,9,291,6.55,6.454545455,1
30,control,24,437,6.55,6.454545455,1
30,control,12,564,6.55,6.454545455,1
30,control,27,562,6.55,6.454545455,1
30,control,15,680,6.55,6.454545455,0
30,script-related,22,598,6.55,2.428571429,1
30,script-related,4,643,6.55,2.428571429,1
30,script-related,16,478,6.55,2.428571429,1
30,script-related,25,663,6.55,2.428571429,1
30,script-related,13,1732,6.55,2.428571429,1
30,script-related,10,858,6.55,2.428571429,1
30,script-related,28,867,6.55,2.428571429,1
30,script-related,7,1074,6.55,2.428571429,1
30,script-related,31,747,6.55,2.428571429,0
30,script-related,19,1219,6.55,2.428571429,1
30,script-related,1,1045,6.55,2.428571429,0
30,script-unrelated,20,783,1.1,1.166666667,1
30,script-unrelated,5,1015,1.1,1.166666667,1
30,script-unrelated,29,360,1.1,1.166666667,1
30,script-unrelated,8,868,1.1,1.166666667,1
30,script-unrelated,17,882,1.1,1.166666667,1
30,script-unrelated,11,590,1.1,1.166666667,1
30,script-unrelated,26,593,1.1,1.166666667,1
30,script-unrelated,2,1639,1.1,1.166666667,1
30,script-unrelated,23,425,1.1,1.166666667,1
30,script-unrelated,14,791,1.1,1.166666667,1
31,control,1,821,6.75,6.75,1
31,control,7,1006,6.75,6.75,1
31,control,4,916,6.75,6.75,1
31,control,25,757,6.75,6.75,1
31,control,16,1747,6.75,6.75,1
31,control,22,996,6.75,6.75,1
31,control,13,1408,6.75,6.75,1
31,control,10,874,6.75,6.75,1
31,control,28,451,6.75,6.75,1
31,control,19,724,6.75,6.75,1
31,control,31,455,6.75,6.75,1
31,script-related,17,1224,6.75,2.727272727,1
31,script-related,29,508,6.75,2.727272727,1
31,script-related,5,1179,6.75,2.727272727,1
31,script-related,8,617,6.75,2.727272727,0
31,script-related,11,1410,6.75,2.727272727,0
31,script-related,26,482,6.75,2.727272727,1
31,script-related,14,429,6.75,2.727272727,1
31,script-related,2,1594,6.75,2.727272727,1
31,script-related,23,460,6.75,2.727272727,1
31,script-related,20,718,6.75,2.727272727,1
31,script-unrelated,12,1013,1.55,1.142857143,1
31,script-unrelated,6,403,1.55,1.142857143,1
31,script-unrelated,18,538,1.55,1.142857143,1
31,script-unrelated,24,1048,1.55,1.142857143,1
31,script-unrelated,30,1011,1.55,1.142857143,1
31,script-unrelated,15,706,1.55,1.142857143,1
31,script-unrelated,9,372,1.55,1.142857143,1
31,script-unrelated,27,1074,1.55,1.142857143,1
31,script-unrelated,21,808,1.55,1.142857143,1
31,script-unrelated,3,434,1.55,1.142857143,1
32,control,11,563,6.6,7,1
32,control,2,1403,6.6,7,1
32,control,5,628,6.6,7,1
32,control,8,737,6.6,7,1
32,control,17,950,6.6,7,1
32,control,29,353,6.6,7,1
32,control,23,536,6.6,7,1
32,control,20,804,6.6,7,1
32,control,14,881,6.6,7,1
32,control,26,660,6.6,7,1
32,script-related,24,522,6.6,2.916666667,1
32,script-related,9,323,6.6,2.916666667,0
32,script-related,18,474,6.6,2.916666667,1
32,script-related,21,663,6.6,2.916666667,1
32,script-related,27,415,6.6,2.916666667,1
32,script-related,6,540,6.6,2.916666667,1
32,script-related,3,426,6.6,2.916666667,1
32,script-related,12,587,6.6,2.916666667,1
32,script-related,30,816,6.6,2.916666667,1
32,script-related,15,788,6.6,2.916666667,1
32,script-unrelated,19,1019,1.75,2.454545455,1
32,script-unrelated,13,1216,1.75,2.454545455,1
32,script-unrelated,28,553,1.75,2.454545455,1
32,script-unrelated,7,1024,1.75,2.454545455,1
32,script-unrelated,22,642,1.75,2.454545455,1
32,script-unrelated,31,527,1.75,2.454545455,0
32,script-unrelated,1,869,1.75,2.454545455,1
32,script-unrelated,16,497,1.75,2.454545455,1
32,script-unrelated,10,698,1.75,2.454545455,1
32,script-unrelated,25,942,1.75,2.454545455,1
32,script-unrelated,4,863,1.75,2.454545455,1
33,control,21,918,6.6,6.363636364,0
33,control,6,467,6.6,6.363636364,1
33,control,18,469,6.6,6.363636364,1
33,control,12,846,6.6,6.363636364,1
33,control,30,696,6.6,6.363636364,1
33,control,24,649,6.6,6.363636364,1
33,control,27,558,6.6,6.363636364,1
33,control,9,568,6.6,6.363636364,0
33,control,3,441,6.6,6.363636364,1
33,control,15,591,6.6,6.363636364,1
33,script-related,31,504,6.6,2,0
33,script-related,4,694,6.6,2,1
33,script-related,22,1557,6.6,2,0
33,script-related,10,766,6.6,2,0
33,script-related,1,725,6.6,2,0
33,script-related,19,753,6.6,2,1
33,script-related,28,556,6.6,2,1
33,script-related,25,484,6.6,2,1
33,script-related,13,1959,6.6,2,0
33,script-related,16,523,6.6,2,1
33,script-related,7,882,6.6,2,1
33,script-unrelated,23,665,1.3,1.666666667,1
33,script-unrelated,11,813,1.3,1.666666667,1
33,script-unrelated,8,632,1.3,1.666666667,1
33,script-unrelated,26,762,1.3,1.666666667,1
33,script-unrelated,29,458,1.3,1.666666667,1
33,script-unrelated,20,893,1.3,1.666666667,1
33,script-unrelated,5,1166,1.3,1.666666667,1
33,script-unrelated,17,1573,1.3,1.666666667,1
33,script-unrelated,14,557,1.3,1.666666667,1
33,script-unrelated,2,1244,1.3,1.666666667,1
34,control,10,712,6.75,6.666666667,1
34,control,1,788,6.75,6.666666667,0
34,control,13,1194,6.75,6.666666667,1
34,control,7,1115,6.75,6.666666667,1
34,control,19,866,6.75,6.666666667,1
34,control,25,566,6.75,6.666666667,1
34,control,31,600,6.75,6.666666667,1
34,control,16,805,6.75,6.666666667,1
34,control,28,544,6.75,6.666666667,1
34,control,22,842,6.75,6.666666667,1
34,control,4,824,6.75,6.666666667,1
34,script-related,8,847,6.75,1.545454545,0
34,script-related,23,532,6.75,1.545454545,1
34,script-related,26,905,6.75,1.545454545,1
34,script-related,14,665,6.75,1.545454545,1
34,script-related,2,1853,6.75,1.545454545,1
34,script-related,11,549,6.75,1.545454545,0
34,script-related,29,392,6.75,1.545454545,1
34,script-related,20,785,6.75,1.545454545,1
34,script-related,17,1042,6.75,1.545454545,1
34,script-related,5,686,6.75,1.545454545,1
34,script-unrelated,6,397,1.35,1.571428571,1
34,script-unrelated,18,452,1.35,1.571428571,1
34,script-unrelated,24,528,1.35,1.571428571,1
34,script-unrelated,12,519,1.35,1.571428571,1
34,script-unrelated,30,1469,1.35,1.571428571,1
34,script-unrelated,15,906,1.35,1.571428571,1
34,script-unrelated,3,520,1.35,1.571428571,1
34,script-unrelated,21,835,1.35,1.571428571,1
34,script-unrelated,9,379,1.35,1.571428571,1
34,script-unrelated,27,718,1.35,1.571428571,1
35,control,8,593,6,6.857142857,1
35,control,14,520,6,6.857142857,1
35,control,5,1188,6,6.857142857,1
35,control,17,1178,6,6.857142857,1
35,control,2,1088,6,6.857142857,1
35,control,29,401,6,6.857142857,1
35,control,20,804,6,6.857142857,1
35,control,23,676,6,6.857142857,1
35,control,11,706,6,6.857142857,1
35,control,26,543,6,6.857142857,1
35,script-related,3,454,6,1.916666667,1
35,script-related,6,466,6,1.916666667,1
35,script-related,21,939,6,1.916666667,0
35,script-related,15,669,6,1.916666667,1
35,script-related,9,615,6,1.916666667,1
35,script-related,24,685,6,1.916666667,1
35,script-related,18,1086,6,1.916666667,1
35,script-related,30,637,6,1.916666667,1
35,script-related,12,760,6,1.916666667,1
35,script-related,27,600,6,1.916666667,1
35,script-unrelated,22,997,1.2,1.636363636,1
35,script-unrelated,1,1072,1.2,1.636363636,1
35,script-unrelated,7,1245,1.2,1.636363636,1
35,script-unrelated,13,1662,1.2,1.636363636,1
35,script-unrelated,4,824,1.2,1.636363636,1
35,script-unrelated,31,499,1.2,1.636363636,1
35,script-unrelated,25,1194,1.2,1.636363636,1
35,script-unrelated,28,441,1.2,1.636363636,1
35,script-unrelated,19,595,1.2,1.636363636,1
35,script-unrelated,16,716,1.2,1.636363636,1
35,script-unrelated,10,1286,1.2,1.636363636,1
36,control,15,830,6.25,6.181818182,1
36,control,27,458,6.25,6.181818182,0
36,control,24,445,6.25,6.181818182,1
36,control,30,899,6.25,6.181818182,1
36,control,6,384,6.25,6.181818182,1
36,control,12,639,6.25,6.181818182,1
36,control,21,839,6.25,6.181818182,0
36,control,9,324,6.25,6.181818182,1
36,control,18,423,6.25,6.181818182,1
36,control,3,447,6.25,6.181818182,1
36,script-related,13,826,6.25,2.142857143,1
36,script-related,22,625,6.25,2.142857143,1
36,script-related,10,955,6.25,2.142857143,1
36,script-related,1,820,6.25,2.142857143,1
36,script-related,7,1264,6.25,2.142857143,1
36,script-related,19,1039,6.25,2.142857143,1
36,script-related,28,623,6.25,2.142857143,1
36,script-related,25,594,6.25,2.142857143,1
36,script-related,4,813,6.25,2.142857143,1
36,script-related,31,514,6.25,2.142857143,1
36,script-related,16,667,6.25,2.142857143,1
36,script-unrelated,20,798,1.3,1.916666667,1
36,script-unrelated,2,1476,1.3,1.916666667,1
36,script-unrelated,8,724,1.3,1.916666667,1
36,script-unrelated,26,780,1.3,1.916666667,1
36,script-unrelated,5,1027,1.3,1.916666667,1
36,script-unrelated,11,543,1.3,1.916666667,1
36,script-unrelated,23,560,1.3,1.916666667,1
36,script-unrelated,14,924,1.3,1.916666667,1
36,script-unrelated,29,555,1.3,1.916666667,1
36,script-unrelated,17,1022,1.3,1.916666667,1
37,control,19,1258,6.15,6.25,1
37,control,7,1100,6.15,6.25,1
37,control,1,991,6.15,6.25,1
37,control,16,355,6.15,6.25,1
37,control,28,507,6.15,6.25,1
37,control,25,751,6.15,6.25,1
37,control,13,1358,6.15,6.25,1
37,control,10,798,6.15,6.25,1
37,control,31,646,6.15,6.25,1
37,control,22,682,6.15,6.25,1
37,control,4,1134,6.15,6.25,1
37,script-related,8,940,6.15,1.727272727,0
37,script-related,26,1186,6.15,1.727272727,1
37,script-related,5,1435,6.15,1.727272727,1
37,script-related,14,1847,6.15,1.727272727,1
37,script-related,29,434,6.15,1.727272727,1
37,script-related,23,554,6.15,1.727272727,1
37,script-related,11,578,6.15,1.727272727,0
37,script-related,20,870,6.15,1.727272727,0
37,script-related,17,1132,6.15,1.727272727,1
37,script-related,2,1938,6.15,1.727272727,0
37,script-unrelated,15,1440,1.3,1.142857143,1
37,script-unrelated,3,1099,1.3,1.142857143,1
37,script-unrelated,24,892,1.3,1.142857143,1
37,script-unrelated,6,380,1.3,1.142857143,1
37,script-unrelated,30,1109,1.3,1.142857143,0
37,script-unrelated,12,1095,1.3,1.142857143,1
37,script-unrelated,9,368,1.3,1.142857143,1
37,script-unrelated,27,891,1.3,1.142857143,1
37,script-unrelated,21,896,1.3,1.142857143,1
37,script-unrelated,18,842,1.3,1.142857143,1
38,control,23,699,5.8,6.714285714,1
38,control,17,1719,5.8,6.714285714,1
38,control,11,476,5.8,6.714285714,0
38,control,29,464,5.8,6.714285714,1
38,control,8,890,5.8,6.714285714,1
38,control,14,567,5.8,6.714285714,1
38,control,20,709,5.8,6.714285714,1
38,control,2,2212,5.8,6.714285714,1
38,control,5,959,5.8,6.714285714,1
38,control,26,545,5.8,6.714285714,0
38,script-related,9,338,5.8,2.333333333,0
38,script-related,6,613,5.8,2.333333333,1
38,script-related,30,542,5.8,2.333333333,1
38,script-related,24,490,5.8,2.333333333,1
38,script-related,12,732,5.8,2.333333333,1
38,script-related,15,743,5.8,2.333333333,1
38,script-related,27,764,5.8,2.333333333,1
38,script-related,21,769,5.8,2.333333333,0
38,script-related,3,421,5.8,2.333333333,1
38,script-related,18,659,5.8,2.333333333,1
38,script-unrelated,22,947,1.2,1.545454545,1
38,script-unrelated,16,891,1.2,1.545454545,1
38,script-unrelated,19,715,1.2,1.545454545,1
38,script-unrelated,31,769,1.2,1.545454545,0
38,script-unrelated,25,1007,1.2,1.545454545,1
38,script-unrelated,28,473,1.2,1.545454545,1
38,script-unrelated,13,1601,1.2,1.545454545,1
38,script-unrelated,10,954,1.2,1.545454545,1
38,script-unrelated,4,1066,1.2,1.545454545,0
38,script-unrelated,1,634,1.2,1.545454545,1
38,script-unrelated,7,971,1.2,1.545454545,1
39,control,18,447,6.45,6,1
39,control,27,827,6.45,6,1
39,control,6,386,6.45,6,1
39,control,12,691,6.45,6,0
39,control,21,983,6.45,6,1
39,control,15,743,6.45,6,1
39,control,9,831,6.45,6,1
39,control,30,737,6.45,6,1
39,control,24,491,6.45,6,1
39,control,3,820,6.45,6,1
39,script-related,25,966,6.45,1.571428571,1
39,script-related,31,629,6.45,1.571428571,1
39,script-related,16,870,6.45,1.571428571,1
39,script-related,4,1044,6.45,1.571428571,1
39,script-related,19,1669,6.45,1.571428571,0
39,script-related,10,996,6.45,1.571428571,0
39,script-related,1,917,6.45,1.571428571,0
39,script-related,22,637,6.45,1.571428571,1
39,script-related,7,1148,6.45,1.571428571,1
39,script-related,13,2022,6.45,1.571428571,1
39,script-related,28,453,6.45,1.571428571,1
39,script-unrelated,14,761,2,2.166666667,1
39,script-unrelated,20,669,2,2.166666667,1
39,script-unrelated,2,1613,2,2.166666667,1
39,script-unrelated,8,1130,2,2.166666667,1
39,script-unrelated,29,419,2,2.166666667,1
39,script-unrelated,17,1056,2,2.166666667,1
39,script-unrelated,26,1508,2,2.166666667,1
39,script-unrelated,11,812,2,2.166666667,0
39,script-unrelated,5,1434,2,2.166666667,1
39,script-unrelated,23,734,2,2.166666667,1
4,control,31,479,6.8,6.75,1
4,control,25,766,6.8,6.75,1
4,control,4,1066,6.8,6.75,1
4,control,19,763,6.8,6.75,1
4,control,13,1275,6.8,6.75,1
4,control,10,1299,6.8,6.75,1
4,control,16,956,6.8,6.75,1
4,control,7,884,6.8,6.75,1
4,control,1,917,6.8,6.75,1
4,control,28,586,6.8,6.75,1
4,control,22,858,6.8,6.75,1
4,script-related,5,1133,6.8,3,0
4,script-related,14,452,6.8,3,1
4,script-related,17,2160,6.8,3,1
4,script-related,29,497,6.8,3,0
4,script-related,11,1396,6.8,3,0
4,script-related,2,1376,6.8,3,1
4,script-related,26,505,6.8,3,1
4,script-related,23,893,6.8,3,1
4,script-related,20,789,6.8,3,1
4,script-related,8,932,6.8,3,0
4,script-unrelated,21,812,1.7,1.571428571,0
4,script-unrelated,27,732,1.7,1.571428571,1
4,script-unrelated,24,1348,1.7,1.571428571,1
4,script-unrelated,3,507,1.7,1.571428571,1
4,script-unrelated,6,600,1.7,1.571428571,0
4,script-unrelated,9,277,1.7,1.571428571,0
4,script-unrelated,15,794,1.7,1.571428571,1
4,script-unrelated,18,1217,1.7,1.571428571,1
4,script-unrelated,12,1800,1.7,1.571428571,1
4,script-unrelated,30,1510,1.7,1.571428571,0
40,control,16,577,6,6.25,0
40,control,1,785,6,6.25,1
40,control,22,793,6,6.25,1
40,control,7,984,6,6.25,1
40,control,28,713,6,6.25,0
40,control,25,840,6,6.25,0
40,control,13,1914,6,6.25,1
40,control,19,1006,6,6.25,1
40,control,4,1039,6,6.25,1
40,control,10,781,6,6.25,1
40,control,31,598,6,6.25,1
40,script-related,8,848,6,2.545454545,1
40,script-related,14,777,6,2.545454545,0
40,script-related,2,2061,6,2.545454545,1
40,script-related,17,994,6,2.545454545,1
40,script-related,11,445,6,2.545454545,1
40,script-related,23,685,6,2.545454545,1
40,script-related,20,812,6,2.545454545,1
40,script-related,5,1015,6,2.545454545,0
40,script-related,29,483,6,2.545454545,0
40,script-related,26,822,6,2.545454545,1
40,script-unrelated,24,480,1.25,3.285714286,1
40,script-unrelated,9,311,1.25,3.285714286,1
40,script-unrelated,21,1078,1.25,3.285714286,1
40,script-unrelated,15,997,1.25,3.285714286,1
40,script-unrelated,3,673,1.25,3.285714286,1
40,script-unrelated,30,1147,1.25,3.285714286,1
40,script-unrelated,12,924,1.25,3.285714286,1
40,script-unrelated,6,435,1.25,3.285714286,1
40,script-unrelated,18,810,1.25,3.285714286,1
40,script-unrelated,27,900,1.25,3.285714286,1
41,control,11,634,6.35,7,1
41,control,5,1444,6.35,7,1
41,control,23,635,6.35,7,1
41,control,26,833,6.35,7,1
41,control,17,1372,6.35,7,1
41,control,20,1001,6.35,7,1
41,control,29,488,6.35,7,1
41,control,2,1373,6.35,7,1
41,control,14,1670,6.35,7,1
41,control,8,988,6.35,7,1
41,script-related,24,470,6.35,2.083333333,1
41,script-related,6,477,6.35,2.083333333,1
41,script-related,9,586,6.35,2.083333333,1
41,script-related,30,816,6.35,2.083333333,1
41,script-related,3,820,6.35,2.083333333,1
41,script-related,27,1098,6.35,2.083333333,1
41,script-related,18,789,6.35,2.083333333,1
41,script-related,15,966,6.35,2.083333333,0
41,script-related,12,762,6.35,2.083333333,1
41,script-related,21,955,6.35,2.083333333,1
41,script-unrelated,1,1104,1.4,2.909090909,0
41,script-unrelated,7,1350,1.4,2.909090909,1
41,script-unrelated,4,1061,1.4,2.909090909,1
41,script-unrelated,25,1217,1.4,2.909090909,1
41,script-unrelated,13,1832,1.4,2.909090909,1
41,script-unrelated,19,1566,1.4,2.909090909,1
41,script-unrelated,10,1465,1.4,2.909090909,0
41,script-unrelated,28,679,1.4,2.909090909,0
41,script-unrelated,16,1151,1.4,2.909090909,1
41,script-unrelated,31,1114,1.4,2.909090909,1
41,script-unrelated,22,1694,1.4,2.909090909,0
42,control,12,719,6.55,4.636363636,0
42,control,27,803,6.55,4.636363636,1
42,control,30,1954,6.55,4.636363636,1
42,control,6,496,6.55,4.636363636,0
42,control,18,500,6.55,4.636363636,1
42,control,21,829,6.55,4.636363636,1
42,control,3,424,6.55,4.636363636,0
42,control,15,788,6.55,4.636363636,1
42,control,9,350,6.55,4.636363636,0
42,control,24,869,6.55,4.636363636,0
42,script-related,16,292,6.55,1.142857143,1
42,script-related,4,1725,6.55,1.142857143,1
42,script-related,28,568,6.55,1.142857143,1
42,script-related,31,603,6.55,1.142857143,0
42,script-related,25,1966,6.55,1.142857143,1
42,script-related,10,936,6.55,1.142857143,1
42,script-related,19,899,6.55,1.142857143,1
42,script-related,7,1977,6.55,1.142857143,1
42,script-related,1,705,6.55,1.142857143,0
42,script-related,22,1003,6.55,1.142857143,1
42,script-related,13,1348,6.55,1.142857143,1
42,script-unrelated,11,656,1.2,1.583333333,1
42,script-unrelated,29,473,1.2,1.583333333,1
42,script-unrelated,17,1275,1.2,1.583333333,1
42,script-unrelated,23,842,1.2,1.583333333,1
42,script-unrelated,8,938,1.2,1.583333333,0
42,script-unrelated,14,445,1.2,1.583333333,1
42,script-unrelated,5,866,1.2,1.583333333,1
42,script-unrelated,26,1013,1.2,1.583333333,1
42,script-unrelated,20,670,1.2,1.583333333,1
42,script-unrelated,2,1772,1.2,1.583333333,1
43,control,19,789,6.85,6,1
43,control,25,557,6.85,6,1
43,control,7,1067,6.85,6,1
43,control,28,467,6.85,6,1
43,control,31,526,6.85,6,1
43,control,13,1113,6.85,6,1
43,control,4,642,6.85,6,0
43,control,1,877,6.85,6,1
43,control,16,341,6.85,6,1
43,control,22,655,6.85,6,1
43,control,10,1746,6.85,6,1
43,script-related,29,442,6.85,3.181818182,1
43,script-related,26,565,6.85,3.181818182,1
43,script-related,20,693,6.85,3.181818182,1
43,script-related,2,1194,6.85,3.181818182,1
43,script-related,11,568,6.85,3.181818182,0
43,script-related,8,730,6.85,3.181818182,1
43,script-related,5,636,6.85,3.181818182,1
43,script-related,14,636,6.85,3.181818182,1
43,script-related,17,1138,6.85,3.181818182,1
43,script-related,23,493,6.85,3.181818182,1
43,script-unrelated,15,682,1.35,1.428571429,1
43,script-unrelated,6,339,1.35,1.428571429,1
43,script-unrelated,27,613,1.35,1.428571429,1
43,script-unrelated,21,782,1.35,1.428571429,1
43,script-unrelated,3,602,1.35,1.428571429,1
43,script-unrelated,12,488,1.35,1.428571429,1
43,script-unrelated,9,277,1.35,1.428571429,1
43,script-unrelated,24,396,1.35,1.428571429,1
43,script-unrelated,30,576,1.35,1.428571429,1
43,script-unrelated,18,525,1.35,1.428571429,1
44,control,2,2477,6,6.714285714,1
44,control,5,2082,6,6.714285714,1
44,control,29,462,6,6.714285714,1
44,control,20,973,6,6.714285714,1
44,control,8,1281,6,6.714285714,1
44,control,23,1001,6,6.714285714,1
44,control,11,1200,6,6.714285714,1
44,control,17,1513,6,6.714285714,0
44,control,26,522,6,6.714285714,1
44,control,14,526,6,6.714285714,0
44,script-related,18,1651,6,2.25,1
44,script-related,9,388,6,2.25,0
44,script-related,30,2811,6,2.25,1
44,script-related,6,1217,6,2.25,0
44,script-related,27,1900,6,2.25,0
44,script-related,12,1111,6,2.25,1
44,script-related,3,1053,6,2.25,1
44,script-related,15,1228,6,2.25,1
44,script-related,21,1542,6,2.25,0
44,script-related,24,1406,6,2.25,1
44,script-unrelated,25,1374,1.1,1.818181818,1
44,script-unrelated,31,750,1.1,1.818181818,1
44,script-unrelated,22,1978,1.1,1.818181818,0
44,script-unrelated,16,706,1.1,1.818181818,1
44,script-unrelated,19,917,1.1,1.818181818,1
44,script-unrelated,10,3102,1.1,1.818181818,1
44,script-unrelated,7,1430,1.1,1.818181818,1
44,script-unrelated,1,1147,1.1,1.818181818,1
44,script-unrelated,13,1736,1.1,1.818181818,1
44,script-unrelated,4,3428,1.1,1.818181818,1
44,script-unrelated,28,426,1.1,1.818181818,1
45,control,9,650,5.9,6.727272727,1
45,control,6,536,5.9,6.727272727,1
45,control,27,512,5.9,6.727272727,1
45,control,21,844,5.9,6.727272727,1
45,control,15,635,5.9,6.727272727,1
45,control,3,434,5.9,6.727272727,1
45,control,30,919,5.9,6.727272727,1
45,control,18,337,5.9,6.727272727,1
45,control,24,540,5.9,6.727272727,1
45,control,12,696,5.9,6.727272727,1
45,script-related,19,532,5.9,1.571428571,1
45,script-related,7,897,5.9,1.571428571,0
45,script-related,13,1163,5.9,1.571428571,1
45,script-related,31,507,5.9,1.571428571,1
45,script-related,22,990,5.9,1.571428571,1
45,script-related,1,1043,5.9,1.571428571,0
45,script-related,10,764,5.9,1.571428571,1
45,script-related,25,545,5.9,1.571428571,1
45,script-related,16,254,5.9,1.571428571,1
45,script-related,4,636,5.9,1.571428571,1
45,script-related,28,529,5.9,1.571428571,1
45,script-unrelated,20,684,2.1,2.666666667,1
45,script-unrelated,29,418,2.1,2.666666667,1
45,script-unrelated,26,604,2.1,2.666666667,1
45,script-unrelated,8,615,2.1,2.666666667,1
45,script-unrelated,23,616,2.1,2.666666667,1
45,script-unrelated,11,621,2.1,2.666666667,1
45,script-unrelated,17,1114,2.1,2.666666667,1
45,script-unrelated,14,439,2.1,2.666666667,1
45,script-unrelated,2,1376,2.1,2.666666667,1
45,script-unrelated,5,1392,2.1,2.666666667,1
46,control,1,794,6.4,6.416666667,1
46,control,7,1044,6.4,6.416666667,1
46,control,19,1184,6.4,6.416666667,1
46,control,13,1323,6.4,6.416666667,1
46,control,4,720,6.4,6.416666667,1
46,control,31,485,6.4,6.416666667,1
46,control,22,667,6.4,6.416666667,1
46,control,25,579,6.4,6.416666667,0
46,control,28,820,6.4,6.416666667,1
46,control,16,646,6.4,6.416666667,1
46,control,10,698,6.4,6.416666667,1
46,script-related,2,1305,6.4,1.545454545,1
46,script-related,8,796,6.4,1.545454545,0
46,script-related,14,629,6.4,1.545454545,1
46,script-related,11,642,6.4,1.545454545,0
46,script-related,26,1328,6.4,1.545454545,1
46,script-related,20,857,6.4,1.545454545,1
46,script-related,5,582,6.4,1.545454545,1
46,script-related,23,554,6.4,1.545454545,1
46,script-related,29,528,6.4,1.545454545,1
46,script-related,17,1399,6.4,1.545454545,1
46,script-unrelated,6,431,1.25,1.285714286,1
46,script-unrelated,30,844,1.25,1.285714286,1
46,script-unrelated,9,263,1.25,1.285714286,1
46,script-unrelated,3,583,1.25,1.285714286,0
46,script-unrelated,15,884,1.25,1.285714286,1
46,script-unrelated,12,616,1.25,1.285714286,1
46,script-unrelated,24,450,1.25,1.285714286,1
46,script-unrelated,18,376,1.25,1.285714286,1
46,script-unrelated,21,698,1.25,1.285714286,1
46,script-unrelated,27,632,1.25,1.285714286,1
47,control,23,764,6.8,6.857142857,1
47,control,11,1076,6.8,6.857142857,1
