ItemNum,Condition,Timestamp,Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,TP9,CP5,CP1,CP2,CP6,TP10,P7,P3,Pz,P4,P8,PO9,O1,Oz,O2,PO10
1,control,800.0,-1.1204242146410799,-1.9644471712864247,-1.0490852807391613,-2.561885060412225,-2.6388392181947404,-3.3830887704335466,-2.4006596375266525,-1.6108432622601276,-1.9263250461975845,-2.3197790973702905,-3.951963745557925,0.8213787135749822,-1.4358488983653168,-3.1719312224591336,1.3062994243070365,0.9252229992892678,3.5909108813077464,0.7720880881307755,-1.6942531769722815,-1.8265476972281445,-0.8957475195451315,4.434795934612651,-1.4525009665955935,-0.3486341009239518,-3.1149546339729923,0.575096503198295,-0.8532826083866383,2.9725027931769725,-2.901387533759773,-0.661288884150675,-0.8813105543710021,0.6547756289978679
1,script-related,800.0,0.6976429282160626,-1.7087290973702915,0.09834277896233067,2.922351563610519,2.2160639658848615,1.5769444136460558,-0.11226323383084592,1.435026695095948,6.133841684434968,5.020002217484008,-0.1326955437100215,-0.6033150248756217,7.021557860696516,5.082259140014215,5.479972842928215,-0.7466783511016342,-3.448989665955935,8.28178263681592,9.68802817341862,7.466110326936744,5.3960392821606264,-5.265429793887705,5.882798528784648,9.17582707889126,10.557825159914712,8.311875508173417,3.4214894953802415,-2.7885742146410806,7.100826012793177,8.504481805259418,7.492837597725658,0.9380366453447048
1,script-unrelated,800.0,-14.8850581307747,-5.741895856432124,-0.6438459061833696,-0.7353646695095942,-0.018185060412224324,3.538356375266524,4.32695381663113,0.7958881520966595,-2.9817869225302056,1.6638873916133616,5.856441151385928,5.993999431414358,-2.6426385074626864,-0.7492205330490399,4.772785373134328,3.771118301350391,1.0205036744847198,-2.2091232693674483,-2.2267062899786776,2.231282793176972,7.785427100213219,4.16734879886283,-3.2403788272921106,-2.5245398507462684,0.5042877398720681,6.052507761194029,7.315310874200427,9.123738983653164,-1.8973298365316271,0.8738447476901209,0.6444233972992184,-0.656758422174839
2,control,800.0,3.439387782515992,5.744891734186212,7.865698827292112,1.7968316773276471,-2.3669180810234542,-1.0087617555081736,1.3236452380952386,1.87479013503909,-0.6034547050461975,0.32988363894811634,-1.1061606254442078,12.03505500355366,-0.9046216204690831,-1.143504633972992,-1.7122634968017059,2.3983288770433546,3.2970419331911875,2.723029282160625,-0.9233190973702915,-2.015691520966595,-1.4086698720682302,0.8331800639658847,3.4318834044065385,-0.22082686567164225,0.93295802416489,-1.7309496659559347,-0.3982627149964462,0.009286481876332329,1.157424036958067,2.8452170220326933,1.4101676119402982,9.704508713574983
2,script-related,800.0,-0.7458694598436386,1.0233828642501777,0.1479080312722105,-6.976332281449895,1.4256089410092394,2.2325557782515992,0.48215103766879924,-0.7083456929637529,-2.1542057142857147,-2.5526112224591335,-0.1998688699360343,0.05507788201847922,-1.527887668798863,-3.248556595593462,-0.9261150533049042,1.1407209665955933,0.7096909737029141,-2.9145591897654586,-3.0587732054015637,-3.967717576403696,0.8498707036247339,-0.6531635963041927,-0.24141540156361074,-2.5882344705046196,-4.381549040511727,-2.1374563041933192,-0.09031914712153528,-0.8806366311300646,0.4338426510305616,-2.7901217555081743,-0.04963480454868517,2.889365294953802
2,script-unrelated,685.7142857142857,-5.24096500355366,-2.7403490334044065,-7.883638443496802,-6.912720796019902,-7.791655408670931,-4.502621343283582,-4.140176041222459,-5.550608017057569,-8.744450888415068,-7.983221755508174,-3.2218550390902623,-6.799885856432126,-6.301437192608388,-8.738933894811657,-8.436213056147832,2.086134854299929,6.648813162757642,-3.7367434825870647,-7.239191087420042,-8.969331151385928,-4.292975756929637,9.129809289267946,-2.470880568585643,-3.1456441435678753,-2.431522082444918,-3.33999908315565,-3.1467159772565743,-4.15899434257285,-1.9668835678749115,-0.6691701705756932,-0.6780608173418619,-3.028831108742004
3,control,800.0,4.254402565742714,4.814385913290691,4.256388727789624,7.705843368869936,7.114245088841507,5.202194797441364,4.676530390902629,8.478095188343996,8.4171068159204,6.224371620469084,5.962576361051885,3.245254157782516,8.197663511016346,5.651372729211087,8.16682682302772,1.5973923169864952,-2.584122302771854,7.228064498933903,9.931914754797443,6.422635316275765,4.958104953802417,-6.386750945273631,2.9334800284292823,5.5274006396588495,11.084936958066809,7.198618948116561,1.926822054015636,-2.811691215351812,4.11332712153518,4.235757221037668,3.4206019545131485,4.477974840085287
3,script-related,800.0,9.308888095238094,7.833522800284293,6.61075723525231,7.258338862828715,7.128865593461265,2.8376075835110157,4.621754250177683,4.823528919687279,10.258041272210377,5.90185527363184,3.775960568585643,3.9800151670220325,11.707464832977967,6.620760710732055,7.829523120113717,6.174796119402984,-6.527899893390192,5.635407185501067,11.234887476901209,5.882074193319119,7.15985894811656,-4.771394171997157,5.943105941719972,14.975266595593464,6.308304960909736,6.288173233830847,6.2451380810234545,3.750928805970149,3.956497192608386,3.7262200995024872,3.885957455579248,10.743399680170578
3,script-unrelated,800.0,1.5018740724946702,-4.342074164889837,0.4974115849324807,7.325000987917556,7.507952153518125,6.464812196162048,7.42220540156361,4.236225202558635,10.08566143567875,10.244149822316988,19.346217043354653,-5.0335576048329775,5.038811066098082,10.193019104477612,10.637887633262258,7.9483124662402265,-6.553650746268657,6.830006673773986,12.797259658848612,10.12087275053305,13.188482281449893,-2.61192302771855,13.344779083155647,9.913168734896942,13.4290610376688,8.693500859985786,17.213853006396587,8.860370248756219,7.52151855721393,8.16212234541578,16.795486950959486,14.216118834399433
4,control,800.0,-2.046175302061123,-2.3727438663823732,-0.5629000568585639,-0.6266257142857142,-2.355451890547264,-4.711052786069652,-2.977685309168443,-0.9591306680881309,-1.2142171428571424,-0.7958768443496799,-3.7680788059701493,-2.4868062260127934,3.959453439943142,-0.9635344207533763,-0.6600822245913288,-2.6327808884150676,2.8221185145700076,-1.8103666169154227,2.8674051101634683,0.7308745913290686,-0.19058026297086,3.8008144847192615,-2.311001918976545,5.4826206609808095,0.7880457569296374,4.00261815920398,2.8578315351812367,-1.9196809239516701,-0.7571651314854303,2.902529957356077,2.1952853447050455,-2.219432288557214
