ItemNum,Condition,Timestamp,Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,T7,C3,Cz,C4,T8,TP9,CP5,CP1,CP2,CP6,TP10,P7,P3,Pz,P4,P8,PO9,O1,Oz,O2,PO10
1,control,400.0,-1.7566002545968888,-1.8501385572843,-1.6731242149929277,-3.870496534653465,-4.690586817538896,-4.871771838755305,-2.3567657284299863,-1.954992461103253,-3.923305459688827,-3.89836954738331,-4.127432913719944,0.48594405940594043,-2.1907200565770855,-3.715866775106082,-2.308240650636492,0.23308025459688844,4.552862630834512,0.5271546817538899,-1.454608175388968,-2.3202655869872695,-2.6316379066478075,6.247776294200849,-0.3068647949080621,0.8278770438472414,-1.8387401272984434,-1.221683224893918,-1.2687542432814714,1.687556944837341,-1.4833866619519094,-0.4290164780763793,-0.35099383309759513,-0.4501185148514861
1,script-related,400.0,0.17117161244695872,-3.2518475671852904,1.7175439462517674,0.5780917397454038,-0.4590164497878355,-1.2584553182461107,-2.9251944837340877,1.2197733521923622,1.6853788684582736,0.5929973833097593,-3.3655600424328154,2.492222984441301,3.051916902404527,0.5664130693069309,-0.05772827439886795,-3.7677851909476674,0.8778383875530409,4.476876803394625,4.381748076379067,1.6318092362093348,0.3182870014144272,-1.39809629420085,4.398661386138614,6.0537356859971725,5.038377454031118,3.1094093635077793,0.6092318811881189,-0.052489872701556105,5.563306011315417,5.114675360678924,3.3369656294200842,1.877068698727015
1,script-unrelated,400.0,-3.244970990099006,-1.476456181046674,5.147406577086279,3.8184042291371987,2.5384470721357855,2.3947488118811884,1.3928865205091943,4.541235884016971,0.24189183875530412,0.7394643847241881,2.0460397595473845,10.8675671145686,0.5823413437057992,-1.019043917963225,0.6069539038189546,1.5498301414427158,1.1818169872701554,-0.9438629844413006,-0.9275295049504952,0.2436077369165503,0.9249755586987277,0.9033350212164076,-2.8835780905233377,-2.452098500707213,0.3330667609618104,1.2094087835926441,0.15845906647807695,10.187319547383309,-4.0449141018387555,-2.448269830268741,-2.6592961669024042,4.007067142857141
2,control,400.0,-0.7895025176803395,1.3496316831683168,1.6403832390381883,-3.0105741584158423,-6.875345190947665,-4.828209123055162,-0.8074637482319657,-1.8227524328147102,-4.8552814710042425,-6.085281046676095,-3.851398302687412,5.343826506364922,-3.204034752475248,-5.591338444130126,-5.882720693069307,1.9792910891089108,8.161066110325319,-0.2571836350777935,-2.661356294200849,-4.627817963224894,-3.8214173550212167,6.857167510608205,3.5362389816124478,0.2546476096181046,0.3029318387553039,-2.140544257425743,0.5208535785007072,-1.438968656294201,4.826656011315417,5.211117821782179,3.638113408769448,4.133958755304103
2,script-related,400.0,-0.7730734794908047,1.5380387128712865,-0.37042127298444133,-5.292728260254597,0.07542248939179728,2.131670608203678,1.2398296463932108,-1.6557389533239042,-2.6276553606789257,-0.27279108910891037,-0.07178790664780722,0.6001373125884018,-2.8508011598302683,-3.3044714144271565,-1.0134957284299866,0.25271274398868443,1.9032480622347945,-3.1657658132956152,-3.5306590381895333,-3.6107233521923625,0.2583030127298446,0.957733224893918,-0.016229377652051173,-1.804474667609618,-2.8905712871287124,-1.3194404526166905,0.5876022065063651,1.7132597878359264,0.7465818811881189,-1.6556234087694484,0.5330614427156999,2.3492609335219234
2,script-unrelated,342.85714285714283,-0.655843083451202,2.0332045968882606,-2.706067864214993,-1.4512723338048086,-2.2813428854314006,0.35022751060820384,0.6833470579915134,-2.1294547241867043,-4.3619800990099025,-3.426873578500707,0.5892359688826023,-2.3520326449787836,-3.3816000707213574,-5.033508769448372,-3.761943253182461,3.4313567892503536,3.08284981612447,-2.0698836916548804,-5.2154386421499295,-5.328439080622347,-1.9759380056577085,5.070826195190947,-1.4858119801980199,-2.511493861386139,-3.3590947241867046,-3.2612031258840166,-2.475882446958981,-0.5968028288543137,-2.3605293210749636,-2.151850226308345,-2.522601131541726,1.2227644554455444
3,control,400.0,6.9665044978783595,5.773414710042433,5.72087820367751,6.659627538896747,6.5083247524752466,6.0433013154172555,2.673851555869873,5.677127340876946,6.074257864214992,5.618891018387553,4.347563295615275,6.799706308345121,4.547821329561528,3.493026845827439,5.768975615275813,1.1257589391796323,-3.5831827015558693,2.7637724611032537,6.323000127298443,4.727503564356435,2.7659448939179625,-5.175402277227723,-0.415186859971711,3.354671541725602,7.74681801980198,5.541980113154174,1.373014752475248,2.724795898161245,2.25919152758133,2.7955573691654876,2.8269031117397456,5.574121159830269
3,script-related,400.0,6.901006605374824,5.316937340876946,3.35520521923621,4.187498769448374,4.05455828854314,1.993631654879773,1.6392289108910891,1.1885380198019802,5.781846619519095,3.9971844695898153,1.855855898161245,5.150098316831683,5.8380066619519075,4.181286350777935,5.203951414427157,0.5670778217821785,-4.9336492079207925,0.6880085289957565,5.991934299858555,4.227857355021216,5.672413861386139,-2.7374795190947663,2.234348840169731,7.5627182461103235,3.91938251768034,5.573887807637907,6.685627425742575,3.1679906930693074,2.712015841584159,3.2694532814710042,4.679824483734088,7.17680773691655
3,script-unrelated,400.0,-2.743802475247526,-5.618594893917963,-2.0194696463932105,-0.9553381046676099,-2.1719874540311173,-1.9929971570014142,-1.8880385997171143,-2.9628534370579915,-1.874650579915135,-2.760965615275812,2.7491973125884,-1.1073696039603962,-5.00179983026874,-3.1891726874115984,-3.1888068316831677,1.4715719943422916,4.0768702687411595,-4.398311725601132,-1.3540639886845813,-3.302794398868459,-1.2687126874115982,7.230496520509194,-0.2471283734087692,-3.2419223762376226,-0.9716205940594056,-3.298361202263084,3.764209759547384,7.233621994342292,-3.0897933804809057,-2.1021184441301277,3.332313140028288,5.779659999999999
4,control,400.0,1.5204644978783592,-0.8881450212164061,1.1216843988684582,3.3178767043847253,1.5608004950495051,-2.1054615558698724,-3.926926407355022,2.288076746817539,2.5079294908062244,0.741835148514852,-4.389003790664781,-0.6536222489391798,4.295327510608203,0.7181157850070724,-0.6923982461103252,-4.839625473833098,0.3270419801980196,1.6276751626591224,3.403840424328147,1.5168871570014137,0.03555868458274399,-0.4737511598302688,1.7723439179632245,6.076448401697312,1.9631944978783582,3.5331912446958973,2.6391065487977374,-1.467930650636492,2.102534908062235,3.7742561669024046,3.2894091089108906,-1.154136011315417
